HouseID,Area_sqft,Bedrooms,Bathrooms,Floors,Age_of_House,Garage,Location_Score,Distance_to_City,School_Rating,Crime_Rate,Price
963,2348,5,1,2,27,0,8,4,3,9.99,5755942
964,2948,4,4,1,13,1,3,14,10,0.74,10280031
965,1123,5,1,2,24,1,7,17,10,8.43,4068307
966,3314,4,3,2,26,0,3,20,2,3.97,9581091
967,3874,4,2,1,3,0,7,18,7,8.5,11775475
968,3466,4,1,1,25,1,10,11,1,5.77,9806025
969,3778,4,1,2,14,0,10,29,6,9.07,11068774
970,1752,4,2,1,2,0,6,21,6,9.3,5413578
971,3400,2,1,2,4,0,2,26,3,0.59,8857003
972,1077,1,2,1,0,1,3,14,2,1.22,3150131
973,2622,3,4,2,2,1,6,9,2,2.88,9025303
974,934,1,2,2,14,1,4,27,9,6.86,1290706
975,2650,4,4,2,23,1,6,15,5,8.94,7747034
976,3993,2,2,2,26,1,1,12,7,4.87,10675492
977,1263,5,3,1,7,1,10,10,5,6.27,5578709
978,3285,2,3,1,28,0,1,19,7,2.29,8782139
979,3353,4,4,2,3,1,3,24,4,8.15,8695292
980,1829,2,4,2,1,1,8,19,8,9.69,5925532
981,2645,2,3,1,28,0,8,6,10,3.05,8249529
982,3345,4,4,1,23,1,4,20,10,5.2,10129206
983,1858,2,2,1,23,1,6,24,7,1.32,4206297
984,3406,3,2,1,9,0,8,27,10,5.81,10721505
985,2982,3,3,1,3,0,7,6,5,5.28,9776681
986,946,2,1,1,2,0,7,8,6,1.87,3461210
987,2517,5,2,2,1,1,4,1,5,4.7,9404193
988,1831,4,4,1,24,0,9,22,7,3.67,6698053
989,748,3,1,1,16,1,10,17,2,5.46,2660596
990,665,5,1,2,22,1,6,17,5,6.06,744842
991,3531,2,2,1,20,1,3,24,10,0.58,9604437
992,1858,5,2,1,23,1,5,15,3,7.73,4676699
993,1519,1,1,1,19,0,5,7,9,7.27,5405676
994,1041,3,1,1,22,0,5,19,6,3.98,1806522
995,1258,2,3,1,12,1,8,22,10,1.0,4538557
996,3677,4,4,2,4,0,9,25,3,7.67,11824214
997,2628,2,3,1,29,1,9,23,7,9.57,6815953
998,2680,4,2,2,20,1,6,28,4,2.78,7819500
999,1296,2,3,2,29,1,6,3,3,3.57,3838950
1000,3447,5,3,1,8,0,9,29,8,2.25,11262682
